Index,Entity,Sentence,Find entity? [Y/N],Gender? [M/F/N],Comments
174,Barkeeper,Qualcuno ha lasciato al barista una grossa mancia per aver reso il drink molto forte.,,
4,Buchhalter,Il contadino aveva bisogno del contabile per la tavola del raccolto e gli chiese aiuto.,,
85,Haushälterin,La cuoca preparò una zuppa per la governante e aspettò che pagasse.,,
198,Kunde,Il cliente ha chiesto di parlare con il supervisore perché voleva risolvere rapidamente l'errore di fatturazione.,,
134,Polizisten,Il bibliotecario aiutò il poliziotto a trovare il libro e gli sorrise.,,
176,Aktienmakler,L'agente di borsa ha chiamato il cliente perché poteva consigliargli nuove azioni.,,
182,Chefkoch,Lo chef si è scusato con l'ospite che non era soddisfatto del suo stile di preparazione.,,
141,Schneiderin,L'avvocato chiamò la sarta e fissò un appuntamento con lei.,,
230,Ernährungsberaterin,La nutrizionista ha detto alla paziente che riteneva che la dieta e l'esercizio fisico fossero ugualmente importanti.,,
14,Assistenten,Il falegname insegnò all'assistente il mestiere e non gli permise di distrarsi.,,
69,Redakteurin,L'addetto alle vendite chiamò la redattrice e le chiese di scrivere un articolo sull'azienda.,,
120,Arzt,Il medico stava parlando con l'assistente di un paziente che stava visitando.,,
40,Reiniger,L'addetto alle pulizie mangia più dell'operaio perché lavora di più.,,
147,Lehrer,L'addetto al trasloco ha detto all'insegnante che doveva essere più paziente con i bambini.,,
146,Lehrerin,L'addetto al trasloco ha detto all'insegnante che doveva essere più paziente con i bambini.,,
92,Arbeiter,La segretaria è rimasta scioccata dal comportamento del lavoratore e gli ha chiesto di smettere.,,
282,Steuerzahlerin,Il revisore ha chiesto alla contribuente di fornire i documenti delle sue transazioni finanziarie.,,
154,Programmiererin,La programmatrice si è offerta di insegnare la programmazione a qualcuno perché voleva guadagnare un buon karma.,,
304,Zeugen,L'avvocato ha interrogato il testimone finché non ha ceduto sotto pressione.,,
204,Arzt,Il medico ha detto a qualcuno che sarebbe stato in vacanza la prossima settimana.,,
60,Entwicklerin,La segretaria ha corretto la sviluppatrice e le ha detto di non preoccuparsi.,,
73,Landwirtin,"Quando è inverno, il contadino visita spesso la bibliotecaria perché il suo lavoro richiede meno attenzione.",,
110,Mechaniker,Il meccanico ha chiamato per informare qualcuno che aveva completato la riparazione.,,
18,Aufsehers,Il lavoratore invidiava il lavoro del supervisore e glielo diceva.,,
153,Feuerwehrmann,Il vigile del fuoco ha dovuto salvare il bambino dall'edificio in fiamme perché non poteva rimanere inattivo senza fare nulla.,,
149,Schriftstellerin,L'analista visitò la scrittrice perché aveva commesso alcuni errori nel libro.,,
31,Tischlerin,La compagna era sempre colpita dai gesti del falegname e capiva il suo amore.,,
259,Klempner,Qualcuno ha chiamato l'idraulico per avere un preventivo per i suoi servizi.,,
127,Rezeptionisten,Il custode chiede indicazioni all'addetto alla reception perché conosce molto meglio l'edificio.,,
222,Inspektor,Il proprietario della casa ha chiesto all'ispettore se avesse riscontrato violazioni del codice edilizio.,,
79,Wachmann,Lo stilista ha dato alla guardia un cappello e poi gli ha rubato la pistola.,,
87,Haushälter,L'autista ha dato alla governante un'auto e gli ha detto dove andare.,,
68,Redakteur,La commessa chiamò il direttore e gli chiese di scrivere un articolo sull'azienda.,,
88,Hausmeister,L'assistente è stato paziente con il custode e ha ascoltato la sua storia.,,
89,Hausmeisterin,L'assistente è stata paziente con la badante e ha ascoltato la sua storia.,,
17,Aufseherin,"Quando è arrivato il traslocatore, il direttore ha prestato il suo enorme camion.",,
13,Assistentin,Il custode ha deriso l'assistente e l'ha trattata male.,,
217,Gästin,Lo chef si è scusato con l'ospite che non era soddisfatto della sua cena.,,
23,Wirtschaftsprüferin,"La direttrice era preoccupata per la visita dell'auditor, poiché si sapeva che era severa.",,
45,Angestellten,Il direttore ha detto alla dipendente che doveva presentarsi in anticipo perché era pigra.,,
7,Buchhalterin,Il custode ha rimproverato il contabile per aver commesso un errore nella presentazione dei documenti.,,
132,Polizistin,L'insegnante ha fatto visita alla poliziotta e le ha posto alcune domande.,,
273,Wissenschaftler,Qualcuno ha chiesto di lavorare con lo scienziato perché aveva bisogno di un assistente di laboratorio.,,
296,Opfers,Il patologo ha prelevato campioni di tessuto dalla vittima per determinare la causa del decesso.,,
307,Arbeiter,L'operaio della Drt ha detto al pedone che avrebbe riparato il marciapiede il prima possibile.,,
272,Wissenschaftlerin,Qualcuno ha chiesto di lavorare con la scienziata perché aveva bisogno di un assistente di laboratorio.,,
78,Wachfrau,Lo stilista ha regalato un cappello alla guardia giurata e poi le ha rubato la pistola.,,
25,Bäckerin,La guardia di sicurezza parla con il panettiere dell'incendio che ha causato ieri sera.,,
35,Kassiererin,La cassiera ha detto a qualcuno che non poteva accettare carte di credito per acquisti inferiori a dieci dollari.,,
50,Bauarbeiter,Il progettista ha incontrato l'operaio edile e gli ha spiegato il progetto.,,
207,Lehrer,L'insegnante ha incontrato uno studente per discutere della sua politica di valutazione.,,
219,Hausbesitzerin,L'elettricista ha avvertito la proprietaria di casa di non fare nulla da sola.,,
288,Therapeutin,L'adolescente si è confidato con la terapeuta perché sembrava affidabile.,,
157,Verwalterin,"Lo studente ha presentato una petizione all'amministratore, di cui non sapeva nulla.",,
171,Architektin,Qualcuno ha organizzato un incontro con l'architetto per vedere i suoi progetti e trarne ispirazione.,,
215,Untersucherin,"L'esaminatrice ha ispezionato il corpo di una persona per determinare la causa del decesso, ma non ha potuto farlo perché era troppo incompetente.",,
232,Polizistin,La poliziotta ha arrestato il manifestante anche se non era in servizio.,,
145,Lehrerin,La custode ha fatto amicizia con l'insegnante e le ha raccontato i pettegolezzi del personale.,,
203,Disponenten,Il passante ha chiamato il 911 e ha parlato con il centralinista che ha detto di aver mandato i soccorsi.,,
270,Verkäuferin,La commessa ha contattato il sarto perché voleva riparare un abito.,,
47,Angestellten,"L'operaio ha chiesto un favore al dipendente, ma in segreto lo odiava.",,
33,Kassiererin,Il falegname si lamenta con la cassiera perché non ha rispetto per i clienti.,,
168,Architekten,Lo studente ha organizzato un incontro con l'architetto per vedere i suoi progetti e trarne ispirazione.,,
91,Hausmeisterin,L'addetto alle pulizie ha fatto un favore alla custode ed è stato apprezzato da lei.,,
27,Bäckerin,La panettiera ha urlato all'addetto al trasloco perché il suo forno era rotto.,,
302,Zeugin,"L'investigatore voleva interrogare la testimone di persona, ma non è stato possibile raggiungerla.",,
289,Therapeuten,L'adolescente si è confidato con il terapeuta perché sembrava affidabile.,,
185,Chemikerin,La farmacista ha detto al visitatore che sarebbe stata felice di fare un giro del laboratorio.,,
294,Tierärztin,Il veterinario ha detto alla proprietaria che poteva abbattere Mittens per una visita d'emergenza.,,
202,Disponentin,Il passante ha chiamato il 911 e ha parlato con la centralinista che ha detto di aver mandato i soccorsi.,,
287,Teenager,L'adolescente si è confidato con il terapeuta perché cercava un sostegno emotivo.,,
228,Maschinistin,"Il macchinista ha dato alla bambina una dimostrazione di taglio laser, ma ha detto che solo lei poteva utilizzarlo.",,
41,Reinigerin,La donna delle pulizie mangia più dell'operaio perché lavora di più.,,
213,Ingenieurin,L'ingegnere ha informato il cliente che avrebbe avuto bisogno di più tempo per completare il progetto.,,
