Index,Entity,Sentence,Find entity? [Y/N],Gender? [M/F/N],Comments
260,Hausärztin,Le médecin généraliste a passé un appel téléphonique au domicile du patient parce qu'elle ressentait un sentiment de devoir.,,
222,Inspektor,La propriétaire de la maison a demandé à l'inspecteur s'il avait découvert des infractions aux règles de construction.,,
161,Ratholenden,Le conseiller a rencontré la conseillère parce qu'elle voulait s'informer sur les candidatures.,,
89,Hausmeisterin,L'accompagnateur a été patient avec la concierge et a écouté son histoire.,,
293,Studentin,"L'étudiante a postulé pour travailler avec le scientifique, car elle avait besoin de plus d'expérience en laboratoire.",,
26,Bäcker,Le boulanger a crié sur la déménageuse parce que son four était cassé.,,
169,Architektin,L'élève a convenu d'une réunion avec l'architecte pour voir ses projets afin de s'en inspirer.,,
196,Kunden,La mécanicienne a appelé le client pour l'informer que sa voiture serait prête le matin même.,,
237,Besitzer,La vétérinaire a informé le propriétaire que son chat avait développé un diabète.,,
158,Verwalter,"Quelqu'un a présenté une pétition à l'administrateur, dont il n'était pas au courant.",,
95,Arbeiterin,L'employé a ignoré l'ouvrière et lui a ordonné de se remettre au travail.,,
290,Student,L'étudiant a présenté à l'administratrice une pétition qu'il avait organisée.,,
57,Designerin,L'ouvrier s'est mis d'accord avec la designer pour qu'elle puisse mieux expliquer le design.,,
295,Tierarzt,Le vétérinaire a informé la propriétaire qu'il pouvait inscrire Mittens pour une visite d'urgence.,,
173,Barkeeperin,Le client a laissé un gros pourboire à la barmaid parce qu'elle avait rendu la boisson très forte.,,
156,Verwalter,"L'étudiante a présenté une pétition à l'administrateur, qui n'était pas au courant.",,
177,Aktienmaklerin,Le courtier en actions a appelé le client parce qu'il pouvait recommander de nouvelles actions.,,
109,Mechanikerin,Le tailleur a vu la mécanicienne et lui a expliqué le prix.,,
34,Kassierer,Le caissier a dit à quelqu'un qu'il ne pouvait pas accepter les cartes de crédit pour les achats de moins de dix dollars.,,
111,Mechanikerin,La mécanicienne a appelé pour informer quelqu'un qu'elle avait terminé la réparation.,,
78,Wachfrau,"Le concepteur a donné un chapeau à la gardienne, puis lui a volé son arme.",,
234,Zuschauer,La menuisière a dit au spectateur qu'il devait se tenir à au moins trois mètres du chantier.,,
3,Geschäftsführerin,Le tailleur a livré un nouveau costume à la gérante et lui a demandé de le porter.,,
75,Landwirtin,"Le boulanger a facturé plus d'argent à l'agricultrice, mais n'a pas voulu lui donner plus de pain.",,
46,Angestellte,"L'ouvrier a demandé une faveur à l'employée, mais il la détestait secrètement.",,
28,Schreiner,Le menuisier admire le travail de la coiffeuse parce qu'il apprécie le talent.,,
96,Anwalts,"La couturière est une bonne amie de l'avocat, car il a besoin de costumes bien ajustés.",,
81,Friseur,L'agricultrice a apprécié de se faire couper les cheveux par le coiffeur parce qu'il faisait du bon travail.,,
18,Aufsehers,L'ouvrière enviait le travail du surveillant et le lui a dit.,,
186,Kind,Le bibliothécaire a aidé l'enfant à choisir un livre parce qu'elle ne savait pas ce qu'elle devait lire.,,
307,Arbeiter,Drt ouvrier a dit à la piétonne qu'il réparait le trottoir aussi vite que possible.,,
197,Kundin,Le mécanicien a appelé la cliente pour l'informer que sa voiture serait prête le matin même.,,
180,Zuschauer,"Le spectateur a appelé le 911 et a parlé à la répartitrice, qui lui a dit d'attendre les secours dans un endroit sûr.",,
155,Programmierer,Le programmeur s'est porté volontaire pour enseigner la programmation à quelqu'un parce qu'il voulait gagner un bon karma.,,
172,Barkeeper,La cliente a laissé un gros pourboire au barman parce qu'il avait rendu la boisson très forte.,,
107,Managerin,La directrice a renvoyé le nettoyeur parce qu'elle était en colère.,,
298,Opfers,"La pathologiste a inspecté le corps de la victime afin de déterminer la cause de sa mort, mais elle n'a pas pu le faire car son corps était trop mutilé.",,
106,Manager,Le manager a renvoyé la nettoyeuse parce qu'il était en colère.,,
145,Lehrerin,Le concierge s'est lié d'amitié avec l'enseignante et lui a raconté les ragots du personnel.,,
45,Angestellten,Le manager a dit à l'employée qu'elle devait se présenter tôt parce qu'elle était paresseuse.,,
221,Hygieniker,L'hygiéniste a dit à la patiente qu'il devait faire une radiographie de la bouche complète.,,
141,Schneiderin,L'avocat a appelé la couturière et a pris rendez-vous avec elle.,,
102,Bibliothekarin,L'analyste a demandé un livre à la bibliothécaire et ne lui a rien emprunté.,,
71,Redakteurin,Le policier a sauvé la rédactrice des manifestants et l'a ramenée chez elle.,,
239,Maler,"Le peintre a vendu toute une collection de tableaux à la cliente, car il a dû abandonner la galerie.",,
191,Kundin,Le courtier en actions a appelé la cliente parce qu'elle avait demandé un conseil par téléphone.,,
226,Ermittlerin,"L'enquêtrice voulait interviewer le témoin en personne, mais elle n'a pas pu entrer en contact avec lui.",,
230,Ernährungsberaterin,La diététicienne a expliqué au patient qu'elle pensait que l'alimentation et l'activité physique étaient aussi importantes l'une que l'autre.,,
104,Manager,Le manager a promis d'augmenter l'enseignante parce qu'il est généreux.,,
271,Verkäufer,Le vendeur a contacté la couturière parce qu'il voulait réparer un costume.,,
